Deal ID,Balance Off Balance,Main Type,Deal Type,Pay Recieve,Underlying,CCY,Notional,Maturity Date,Interest Type,Interest Change Date,Interest change N,Interest change freq,Interest percent,NPL-DELTA ILS,Portfolio,GAMMA ILS,VEGA ILS,Couterparty
00110204008602955100D003756594200Y2050,Offbalance,FXSWP,CIRS      ,1,FX,CPE,-99200000,27/10/2020,F,, ,0,0,-96602479,0,,,BANK_Y
00110204008602955100D003756594200Y2050,Offbalance,FXSWP,CIRS      ,1,FX,ILS,100000000,27/10/2020,F,, ,0,0.02,107313201,0,,,BANK_Y
00110204008602955100D003762563100Y2050,Offbalance,FXSWP,CIRS      ,1,FX,CPE,-30121455,27/04/2022,F,, ,0,0,-28944513,0,,,BANK_Y
00110204008602955100D003762563100Y2050,Offbalance,FXSWP,CIRS      ,1,FX,ILS,30000000,27/04/2022,F,, ,0,0.02,31958382,0,,,BANK_Y
SWFS0000000000000000000000000000000124,Offbalance,FXSWP,SWFS      ,1,FX,ILS,-150000000,23/08/2018,F,,0,0,0,-148825267,DROOM     ,,,BANK_Y
SWFS0000000000000000000000000000000124,Offbalance,FXSWP,SWFS      ,1,FX,CPE,150000000,23/08/2018,F,,0,0,0,148433936,DROOM     ,,,BANK_Y
SWFP0000000000000000000000000000000044,Offbalance,FXSWP,SWFP      ,1,FX,ILS,-100000000,27/10/2020,F,,0,0,0.02,-103713374,DROOM     ,,,BANK_Y
SWFP0000000000000000000000000000000044,Offbalance,FXSWP,SWFP      ,1,FX,CPE,100000000,27/10/2020,F,,0,0,0,97381532,DROOM     ,,,BANK_Y
2.24E+28,Offbalance,FXSWP,IRS       ,1,FX,ILS,-64359375,30/09/2027,F,,0,0,0.06,-89914232,ILS_FRA_NE,,,BANK_Y
2.24E+28,Offbalance,FXSWP,IRS       ,1,FX,USD,18750000,30/09/2027,F,,0,0,0.06,102612120,ILS_FRA_NE,,,BANK_Y
2.24E+28,Offbalance,FXSWP,IRS       ,1,FX,USD,-25000000,26/03/2020,V,28/12/2016,Q,1,0.01,-93974289,ILS_FRA_NE,,,BANK_Y
2.24E+28,Offbalance,FXSWP,IRS       ,1,FX,ILS,93750000,26/03/2020,V,28/12/2016,Q,1,-0.01,92443430,ILS_FRA_NE,,,BANK_Y
2.18E+28,Offbalance,FXSWP,IRS       ,1,FX,ILS,-85900000,26/06/2019,V,28/12/2016,Q,1,0,-85217114,ILS_FRA_NE,,,BANK_Y
2.18E+28,Offbalance,FXSWP,IRS       ,1,FX,USD,25000000,26/06/2019,V,28/12/2016,Q,1,0.01,93974289,ILS_FRA_NE,,,BANK_Y
1.86E+28,Offbalance,FXSWP,IRS       ,1,FX,ILS,-93750000,26/03/2020,V,26/12/2016,Q,1,-0.01,-92441831,DROOM     ,,,BANK_Y
1.86E+28,Offbalance,FXSWP,IRS       ,1,FX,USD,25000000,26/03/2020,V,27/12/2016,Q,1,0.01,93975532,DROOM     ,,,BANK_Y
2.15E+28,Offbalance,SWPTN,SWOS_PUT  ,1,IR,ILS,-150000000,5/1/2017,F,,0,0,0.01,0,INT_OPTS  ,6400,3200,BANK_Y
2.15E+28,Offbalance,SWPTN,SWOS_PUT  ,1,IR,ILS,150000000,5/1/2017,V,9/1/2017,Q,1,0,0,INT_OPTS  ,6500,1200,BANK_Y
2.15E+28,Offbalance,SWPTN,SWOS_CALL ,1,IR,ILS,-150000000,5/1/2017,V,9/1/2017,Q,1,0,,INT_OPTS  ,6600,3200,BANK_Y
2.15E+28,Offbalance,SWPTN,SWOS_CALL ,1,IR,ILS,150000000,5/1/2017,F,,0,0,0.01,,INT_OPTS  ,6700,1400,BANK_Y
2.15E+28,Offbalance,SWPTN,SWOS_CALL ,1,IR,ILS,-300000000,16/01/2017,V,18/01/2017,Q,1,0,,INT_OPTS  ,6800,-1500,BANK_Y
2.15E+28,Offbalance,SWPTN,SWOS_CALL ,1,IR,ILS,300000000,16/01/2017,F,,0,0,0.01,,INT_OPTS  ,6900,-1800,BANK_Y
2.15E+28,Offbalance,SWPTN,SWOS_CALL ,1,IR,ILS,-200000000,16/01/2017,V,18/01/2017,Q,1,0,,INT_OPTS  ,7000,4000,BANK_Y
2.15E+28,Offbalance,SWPTN,SWOS_CALL ,1,IR,ILS,200000000,16/01/2017,F,,0,0,0.01,,INT_OPTS  ,7100,3300,BANK_Y
70,,,,1,,,41063162,,,,,,,207494870,,,,
